globalid,id,position_0,position_1,position_2,radius
21978,10903,0.79556,0.0434406,0.049639204000000006,0.0140237
6668,10921,0.36161999999999983,0.0669419,0.029758800000000002,0.0119826
6713,10924,0.76004,0.101285,0.015615400000000002,0.0156691
8868,10953,0.2886799999999998,0.158785,0.037930700000000005,0.0107499
4690,10962,0.27102999999999966,0.156198,0.024772300000000004,0.0101623
5568,10966,0.5899899999999998,0.0794139,0.044536900000000004,0.0206639
9797,10991,0.7398599999999997,-0.0753728,0.048409820000000006,0.0204363
9747,10999,0.38832999999999984,0.0590715,0.05066128,0.011551
8691,11001,0.6006199999999997,0.0142198,0.04123499,0.0123324
12426,11004,0.1472699999999998,-0.124813,0.05432315,0.0111964
5827,11008,0.38295999999999975,-0.0763525,0.046645110000000004,0.0117204
8516,11017,1.0675499999999998,0.153178,0.057161710000000004,0.0123647
9130,11020,0.21733999999999964,-0.00191293,0.036341000000000005,0.0130702
4512,11024,0.1806399999999999,0.125878,0.04267055,0.0142141
4907,11025,0.6251099999999998,-0.0298635,0.05392298,0.0136508
15684,11038,0.19321999999999973,-0.156564,0.0350402,0.0135034
31655,11047,0.10752000000000006,-0.10401,0.0350762,0.0101117
7894,11052,0.2501699999999998,-0.137686,0.061475,0.0125499
16787,11054,0.14765000000000006,-0.00836634,0.029849100000000003,0.0123324
18900,11055,0.45805000000000007,-0.0911741,0.052067720000000005,0.0174839
17666,11056,0.1847599999999998,0.06266,0.044137130000000004,0.0101117
10054,11057,0.29373000000000005,-0.00850084,0.05081597,0.0162812
57878,11059,0.12814999999999976,-0.155426,0.018663400000000004,0.018746
38964,11061,0.008569999999999744,0.0931683,0.04133234,0.0138511
11244,11066,0.6838699999999998,0.159769,0.051075840000000004,0.0177222
3409,11068,0.9729999999999999,-0.0107363,0.05490293,0.0178036
5521,11069,0.6608,-0.0535575,0.044223620000000005,0.0150777
9705,11070,0.7227600000000001,0.152127,0.035317600000000005,0.0147701
10099,11076,0.21599999999999975,0.0858742,0.05200321,0.0105737
9173,11077,0.25678,0.0159798,0.0655897,0.01077
3762,11078,0.7643999999999997,0.0722093,0.04175185000000001,0.0135189
7896,11080,0.4242999999999997,-0.0576206,0.05481254,0.0136022
6624,11096,0.5470799999999998,0.123398,0.04528502,0.0105847
19864,11098,0.1491699999999998,-0.13673,0.0341664,0.01232
13399,11106,0.16697000000000006,0.00668272,0.0323789,0.0123225
23165,11107,0.26727999999999996,-0.041562,0.035703900000000004,0.0123625
32626,11124,0.24872999999999967,0.00792417,0.04292034,0.0146308
55772,11125,0.13321999999999967,0.0481722,0.04255366,0.0168967
16613,11126,0.35821999999999976,0.107539,0.027530500000000003,0.0101117
35705,11141,0.15131000000000006,-0.0299467,0.014413500000000003,0.0144791
17799,11143,0.16201,0.0593991,0.0327852,0.0155416
13487,11145,0.1913499999999999,0.0477284,0.013420500000000002,0.0134734
42043,11155,0.13575999999999988,0.00695317,0.013199100000000005,0.0132571
21890,11156,0.47621,0.117583,0.075479,0.0217373
8206,11165,0.13335000000000008,0.104513,0.040756940000000005,0.0125534
46357,11168,0.1221899999999998,0.139143,0.0156682,0.015731
58938,11180,0.11952999999999969,-0.0353726,0.013005600000000006,0.0130625
54671,11182,0.14286999999999983,0.0858979,0.0181783,0.0182491
4818,11184,0.8218399999999999,0.0383272,0.058893810000000005,0.0143325
45251,11189,0.3966599999999998,-0.130078,0.016271100000000004,0.0163314
51592,11198,0.13012999999999986,0.0336713,0.011721100000000005,0.0117658
9085,11201,0.3478699999999999,0.0198728,0.03840300000000001,0.0116379
3805,11203,0.29800000000000004,0.063859,0.038339200000000004,0.0148286
6842,11214,0.1508099999999999,0.0879507,0.047839650000000004,0.0125534
15728,11217,0.2745199999999999,-0.13755,0.0541981,0.0128902
50444,11221,0.7040099999999998,-0.0452728,0.0120484,0.0121113
21051,11226,0.48965999999999976,-0.150969,0.05301467,0.0124659
44196,11228,0.44643999999999995,-0.0650862,0.023133900000000002,0.023204
13440,11229,0.5863899999999997,-0.109564,0.0417241,0.0151463
10930,11234,0.9457300000000002,-0.1138,0.0743007,0.0157036
6626,11252,0.4779899999999997,0.140042,0.051763380000000005,0.0110044
12253,11270,0.5299199999999997,0.00764327,0.06101090000000001,0.0101117
8077,11272,0.3046199999999999,0.150988,0.048859110000000004,0.0101117
11018,11274,0.20752999999999977,-0.143376,0.04838171,0.0101154
5740,11275,0.36592,-0.0550857,0.05805549,0.0165215
6576,11276,1.0104499999999996,-0.0177591,0.0335149,0.0109
6490,11277,0.37224999999999975,-0.0230795,0.05688863,0.0145168
11242,11278,0.3792399999999998,0.00723674,0.05672551,0.0115844
53654,11286,0.08863999999999983,-0.155798,0.010073500000000006,0.0101117
13442,11317,0.19957999999999965,0.0319954,0.0622018,0.0155508
9215,11321,0.43589999999999973,-0.115257,0.048985230000000005,0.0154131
29545,11325,0.38146999999999975,0.0307492,0.0640886,0.0131768
11239,11327,0.9977,-0.116422,0.06221550000000001,0.017641
10231,11333,0.14670000000000005,0.0592885,0.0631154,0.0101117
20968,11345,0.05828999999999995,0.131171,0.029712000000000002,0.0171134
27434,11348,0.016280000000000072,0.0367785,0.058562310000000006,0.012501
7895,11359,0.06056999999999979,-0.088169,0.05212936,0.0142965
9083,11363,0.40584,-0.0745864,0.059974280000000005,0.0120181
5612,11364,0.8133699999999999,0.129469,0.05517151,0.01777
13529,11369,0.34016,-0.0778342,0.0570149,0.0138549
7503,11380,0.2709999999999999,0.0843665,0.0389019,0.0177486
45212,11393,0.6838599999999997,0.101064,0.016795700000000004,0.0168569
10273,11402,0.16334999999999988,-0.0241311,0.0357228,0.0107087
46309,11407,0.11308000000000007,-0.0782706,0.010079900000000003,0.0101117
6926,11414,0.6434599999999997,-0.126223,0.035836900000000005,0.0144042
7455,11418,0.7861799999999999,-0.102979,0.04681847,0.0195883
10931,11419,0.6744599999999998,-0.0872247,0.040092420000000004,0.0124659
51546,11424,0.018749999999999822,0.0305688,0.025395800000000003,0.0213615
5475,11428,0.47887999999999975,-0.0813485,0.033677900000000004,0.0120181
3277,11430,0.6481599999999998,-0.0351759,0.05586387,0.0101117
23118,11438,0.08722999999999992,-0.133354,0.0238853,0.0135223
19998,11445,0.06006,0.00606044,0.0355312,0.0170277
50487,11447,0.10604999999999976,-0.115788,0.014021800000000001,0.0140787
49433,11451,0.022279999999999855,-0.0884029,0.012215400000000001,0.0122621
52602,11458,0.1125799999999999,-0.00856123,0.014647900000000005,0.0147035
59995,11468,0.07670999999999983,0.1007,0.015086700000000001,0.0151549
15554,11469,0.05728,0.0984449,0.031844000000000004,0.0106218
56827,11492,0.022149999999999892,-0.0373954,0.0135312,0.0135853
9745,11498,0.018519999999999648,-0.0750164,0.052826960000000006,0.012093
5302,11501,0.4573799999999997,0.016095,0.061094100000000005,0.0136404
9924,11504,0.11212,0.129836,0.0500323711,0.0213017
6360,11505,0.6633299999999998,0.00405456,0.0620582,0.0136224
9527,11506,0.7682199999999999,0.0472226,0.05175461,0.0136898
10980,11520,0.6157699999999999,0.10437,0.05170587,0.0131845
12341,11535,0.26857,-0.0708274,0.05680391,0.0102821
8911,11549,0.4502799999999998,-0.0103112,0.05102321,0.0155416
10007,11553,0.35256,-0.0976486,0.049574423,0.0106957
6796,11554,0.28003,-0.058869,0.0700236,0.0109259
7897,11555,0.17287000000000008,0.0210334,0.054158410000000004,0.0144481
29546,11587,0.15490999999999966,0.0394392,0.05909185,0.0117626
11151,11598,0.24899999999999967,-0.120526,0.0364804,0.0178167
19824,11602,0.15122999999999998,0.145659,0.044412850000000004,0.0213017
9965,11615,0.5972999999999997,-0.0525941,0.055813390000000004,0.0119836
15467,11622,0.3928499999999997,-0.00963155,0.05634794,0.0101117
12119,11626,0.4468099999999997,-0.139979,0.0650175,0.0101117
18810,11627,0.20135999999999976,-0.0760351,0.027596300000000004,0.0122211
9918,11634,0.71685,-0.13737,0.05342355,0.0147433
10228,11638,0.24456999999999995,-0.063833,0.04015668,0.0197865
8864,11639,0.42574999999999985,-0.0828627,0.04837205,0.0124961
21007,11640,0.18283000000000005,-0.11997,0.045572310000000005,0.0240569
8780,11641,1.0447999999999995,0.137715,0.0640753,0.012965
4730,11642,0.5612699999999999,0.0327984,0.04308387,0.0141366
10187,11643,0.16854999999999976,0.0578014,0.06503500000000001,0.011892
58935,11646,0.13632,-0.0758717,0.05165758,0.0155912
27387,11647,0.2026399999999997,-0.105127,0.0175967,0.0133303
8955,11650,0.30506999999999973,0.0326794,0.04313678,0.0134557
29456,11655,0.2432599999999998,-0.0285229,0.049059830000000006,0.0166886
12296,11667,0.15120999999999984,-0.0551504,0.0323025,0.0164679
14367,11668,0.16325999999999974,0.0313207,0.0293424,0.0127978
17795,11678,0.12193999999999994,-0.14998,0.050796767,0.0144647
16739,11679,0.15508999999999995,-0.157202,0.041097770000000006,0.0101117
17797,11680,0.2572399999999999,-0.0939026,0.05474073,0.0155361
20834,11681,0.22062999999999988,0.0210921,0.04821728,0.0119928
9041,11682,0.36721000000000004,0.0424097,0.0349038,0.0137225
15556,11684,0.4724999999999997,0.0765434,0.05169296,0.0126052
7898,11685,0.5097399999999999,0.00701681,0.0616842,0.0101117
17927,11692,0.12766999999999973,-0.124932,0.027638600000000003,0.0130811
11024,11698,0.23434,0.137205,0.05669996,0.0160381
5830,11701,0.23177999999999965,0.0548787,0.05607899,0.0244737
10055,11704,0.17913999999999985,0.0988842,0.04784451,0.0133396
8866,11716,0.3495299999999997,-0.00430906,0.0405875,0.0127314
14538,11731,0.4107599999999998,-0.130511,0.0438744,0.014466
6049,11759,0.17415000000000003,-0.0677532,0.024871700000000004,0.0107677
14543,11761,0.18208000000000002,0.077159,0.060763300000000006,0.0121312
18813,11762,0.18535999999999975,0.154724,0.037222700000000004,0.0147701
56781,11765,0.12731000000000003,-0.0602683,0.012986300000000006,0.0130403
57836,11773,0.15845999999999982,-0.119525,0.015008800000000003,0.0150788
22067,11776,0.16735999999999995,0.0857758,0.0324063,0.0101117
20965,11782,0.1955199999999997,0.0166011,0.036798500000000005,0.0144644
19955,11784,0.17818999999999985,0.0141827,0.012050400000000003,0.0121027
23123,11787,0.11931999999999965,0.0148845,0.032803200000000005,0.0135594
10011,11788,0.21622999999999992,0.0576315,0.0172724,0.0136093
23120,11813,0.17554999999999987,-0.0933155,0.0162302,0.0162826
16611,11819,0.13101999999999991,0.0586754,0.012047700000000001,0.0121027
9967,11834,0.3192499999999998,0.0502364,0.0345477,0.0107162
18811,11835,0.19177,0.0816201,0.029544300000000003,0.01484
12256,11836,0.5280399999999998,0.0673789,0.046979240000000005,0.0120688
27346,11837,0.39722999999999997,0.100297,0.040852650000000004,0.031781
47369,11862,0.40971999999999964,0.154976,0.04285284,0.0177435
44201,11863,0.3138899999999998,0.151013,0.028926000000000004,0.0118914
51545,11871,0.24570999999999987,-0.100693,0.012819900000000002,0.0128717
41999,11885,0.24723999999999968,0.0588114,0.017365600000000002,0.0174496
48376,11892,0.21321999999999974,-0.0455275,0.012613400000000004,0.0126778
49430,11893,0.23154999999999992,-0.123013,0.012179500000000003,0.0122289
49480,11895,0.20933999999999964,0.154703,0.016742200000000006,0.01679
52556,11897,0.18845,-0.0711492,0.010069400000000006,0.0101117
52598,11899,0.18942999999999977,-0.157619,0.010922000000000001,0.0109647
53610,11900,0.22380999999999984,-0.0863472,0.013289600000000006,0.0133419
57882,11910,0.20801999999999987,-0.014519,0.014106400000000005,0.0141623
48424,11927,0.22147000000000006,0.0231284,0.018128200000000004,0.0181974
38957,11938,0.2213099999999999,-0.157731,0.010073100000000001,0.0101117
50535,11939,0.19747999999999966,0.0967325,0.010070200000000001,0.0101117
41071,11941,0.24543999999999988,-0.0681041,0.010336900000000003,0.010381
43096,11965,0.25351999999999997,-0.0486931,0.010622400000000004,0.0106636
55729,11972,0.2558699999999998,0.149356,0.011245900000000003,0.011292
58893,11978,0.27659999999999973,-0.0282199,0.014403600000000003,0.0144634
41029,11998,0.17677999999999994,-0.0447816,0.014530000000000001,0.0145847
41076,11999,0.22592999999999996,0.0908444,0.022093,0.0213571
54626,12000,0.1769099999999999,0.0683523,0.011735700000000002,0.0117836
19911,12001,0.4318299999999997,0.132087,0.04528351,0.0120348
17667,12013,0.5617199999999998,0.0646722,0.039481100000000005,0.0116488
10185,12021,1.0002699999999995,-0.0472632,0.0351705,0.0101117
13439,12030,0.35616000000000003,-0.119401,0.047512940000000004,0.011468
28401,12031,0.26222999999999974,0.0303123,0.0379574,0.0120043
30514,12032,0.4755099999999999,0.0505565,0.046604410000000006,0.0140781
53660,12033,0.16324000000000005,0.111386,0.014551100000000004,0.0146102
19825,12034,0.34777999999999976,0.130219,0.0249644,0.0150062
55774,12035,0.14902999999999977,0.146497,0.011589100000000005,0.0116483
36802,12074,0.2873899999999998,-0.126077,0.036242300000000005,0.0120311
22063,12075,0.3452599999999997,-0.0600299,0.0376302,0.0129793
31564,12102,0.2962699999999998,-0.150171,0.0382821,0.0137526
11285,12103,0.3008799999999998,-0.0296918,0.0322872,0.0127863
35749,12104,0.24567000000000005,-0.0130627,0.018027,0.0181072
12342,12105,0.41215999999999964,-0.0288095,0.042578700000000004,0.0199881
31571,12106,0.2834599999999998,0.0362099,0.0335229,0.0104827
7854,12119,0.53125,-0.0237249,0.058126290000000004,0.0187001
7852,12120,0.6913899999999997,-0.0528326,0.057319980000000006,0.0128902
9880,12121,0.6191899999999997,-0.000858298,0.056567580000000006,0.0161041
9837,12122,0.86301,0.123671,0.05394183,0.0242173
38963,12130,0.2694099999999997,0.0528252,0.0374361,0.0116523
37861,12146,0.29007999999999967,-0.0625478,0.0323881,0.0127881
57881,12147,0.23435000000000006,-0.144999,0.024490400000000002,0.0131534
57838,12148,0.17792999999999992,-0.013634,0.015966600000000004,0.0160204
38920,12149,0.21955999999999998,0.125262,0.0144448,0.014509
54759,12150,0.18703000000000003,0.121065,0.011264800000000005,0.0113044
51544,12173,0.16298999999999975,-0.154047,0.016173400000000004,0.0162489
24176,12174,0.30823,-0.08869,0.0329637,0.0101117
51633,12175,0.33149000000000006,-0.0312187,0.046994940000000006,0.0203292
35792,12176,0.2898099999999997,-0.0893545,0.053371,0.0174165
51630,12201,0.26968999999999976,-0.1394,0.031192000000000004,0.0107129
26288,12204,0.20633999999999997,-0.136482,0.016669500000000004,0.0167327
15687,12205,0.4094899999999999,0.0563577,0.04072829,0.0120085
31568,12214,0.31887,-0.137139,0.041900660000000006,0.0126146
16699,12234,0.37939999999999996,0.0232792,0.042151,0.0101117
53705,12235,0.23039999999999994,0.112913,0.04539056,0.0110705
10232,12236,0.4786299999999999,0.122267,0.033910300000000004,0.014225
10050,12261,0.7898000000000001,-0.137824,0.05438047,0.0162987
20919,12262,0.3245,-0.1069,0.04858566,0.0188962
21008,12263,0.49900999999999973,-0.0586907,0.055508730000000006,0.0173202
22110,12264,0.2801199999999997,0.0193932,0.05508475,0.0150767
10936,12265,0.5301899999999997,0.0470799,0.05899903,0.0116351
17622,12266,0.28718999999999983,0.0462892,0.056690540000000005,0.0128097
54804,12269,0.2455799999999999,0.139987,0.027483600000000004,0.0101117
29453,12292,0.22958999999999996,-0.142506,0.049039642,0.012001
42173,12293,0.27108,-0.0755374,0.0323736,0.0102514
11328,12294,0.29834999999999967,-0.115529,0.05998155,0.0109259
12165,12295,0.29800999999999966,-0.0474742,0.05471864,0.015321
6752,12325,0.5478399999999999,-0.0510796,0.050025729600000006,0.0143306
42131,12337,0.37250000000000005,0.125031,0.01294,0.0129969
55809,12340,0.44503999999999966,-0.130299,0.027448900000000002,0.0124306
52558,12341,0.3872199999999997,-0.0478898,0.0414112,0.0114735
52641,12346,0.3629699999999998,-0.157352,0.016930300000000002,0.0170092
47365,12362,0.31560999999999995,-0.0124778,0.029066300000000003,0.0101117
35752,12365,0.32685999999999993,0.0970816,0.015577,0.0156421
43055,12370,0.33329999999999993,0.00442268,0.017090100000000004,0.0171475
48374,12379,0.3073299999999999,-0.156252,0.013779800000000002,0.0138347
49388,12380,0.32699999999999996,-0.0500423,0.0148077,0.0148777
49435,12382,0.3093499999999998,-0.0219519,0.011111800000000005,0.0111578
52559,12391,0.3076399999999997,0.0207473,0.021290000000000003,0.0115985
53611,12398,0.3627699999999998,-0.0824156,0.020611400000000002,0.0146634
55771,12403,0.3103799999999999,0.061418,0.012933,0.0129791
56829,12405,0.29259999999999975,0.152864,0.014090200000000004,0.0141531
57839,12406,0.2908200000000001,0.0388604,0.012202500000000005,0.0122442
44155,12421,0.3070599999999999,-0.000836343,0.010091700000000002,0.0101303
59996,12422,0.29720999999999975,0.0849033,0.012896700000000004,0.0129549
43185,12424,0.31792,-0.126498,0.013350500000000001,0.0134013
46308,12427,0.3188599999999999,-0.099106,0.0139798,0.0140393
52600,12431,0.30281999999999965,-0.0790282,0.011734600000000005,0.0117799
52604,12438,0.3186199999999997,0.126737,0.017821200000000002,0.0152457
48329,12450,0.3331599999999999,-0.159495,0.0122204,0.0122609
37864,12465,0.33943999999999974,0.0627058,0.0149725,0.0150322
52555,12471,0.3462099999999997,-0.0978591,0.010231300000000006,0.0102744
57925,12479,0.35417999999999994,-0.0569628,0.013184400000000006,0.013243
55728,12485,0.32403000000000004,0.0384819,0.013673400000000002,0.0137399
13043,12490,1.0173999999999994,-0.104064,0.041847100000000005,0.0133028
11197,12491,0.7969299999999997,-0.0259725,0.05680232,0.0138549
17709,12508,0.42106999999999983,-0.115069,0.0192836,0.0125053
26290,12509,0.4397199999999999,-0.0335962,0.031546000000000005,0.0101117
46354,12510,0.31674999999999986,0.0102392,0.040355260000000004,0.0120183
43145,12511,0.5160999999999998,0.121943,0.05685524,0.0225486
58891,12540,0.34075999999999995,-0.143982,0.0313292,0.0126755
16740,12543,0.3329399999999998,-0.07882,0.021132400000000003,0.0116868
19950,12544,0.3710800000000001,-0.113118,0.0143864,0.0144402
24092,12545,0.4846999999999997,0.0263056,0.066124,0.013527
35842,12546,0.44011999999999984,0.151793,0.031125600000000003,0.0136301
15644,12559,0.6663299999999999,0.0283728,0.050115535,0.0121177
19949,12576,0.3447999999999998,-0.115554,0.028882,0.0107133
54667,12577,0.28923999999999994,-0.134028,0.012457100000000006,0.0125023
39974,12578,0.31738,-0.0655737,0.0390372,0.0155059
28354,12579,0.48347000000000007,-0.106965,0.04151863,0.0101117
11064,12580,0.7909299999999999,0.00917644,0.054670540000000004,0.0157328
16609,12612,0.3600599999999998,-0.13079,0.028718600000000004,0.01087
11107,12613,0.7723599999999999,-0.0610365,0.05914013,0.0167051
12429,12614,0.4063399999999997,-0.0674209,0.031084000000000004,0.0177767
43144,12615,0.45657999999999976,0.108828,0.046371840000000004,0.0144741
47279,12616,0.27908,0.00611367,0.0204339,0.0205205
50493,12617,0.25547999999999993,0.0850294,0.0107924,0.0108362
15555,12618,0.4767699999999997,0.025339,0.04238335,0.011551
23036,12619,0.41764,0.0182585,0.049242592,0.0279059
14456,12620,0.6019299999999999,0.138296,0.059322110000000004,0.0121592
4288,12642,0.21833999999999998,-0.0958967,0.039918100000000005,0.0155008
46261,12651,0.43511999999999995,-0.148839,0.04650129,0.0135339
58895,12657,0.3634299999999997,-0.0369565,0.031708,0.0155858
59868,12658,0.2753399999999999,0.0915535,0.010069000000000002,0.0101117
46223,12659,0.2793099999999997,0.0634638,0.015023000000000002,0.0150857
16563,12669,0.4640299999999997,-0.147543,0.050756967,0.0135158
38915,12671,0.34399999999999986,-0.0948654,0.030843000000000002,0.0101117
45208,12672,0.26632999999999996,-0.0857966,0.012548000000000004,0.0125918
26377,12673,0.4008499999999997,-0.0998003,0.044804630000000005,0.0178534
46179,12674,0.25219999999999976,0.0247135,0.012976400000000006,0.0130307
54582,12675,0.27339999999999964,0.122123,0.023179200000000004,0.0232562
33678,12693,0.47331999999999974,-0.0578146,0.04325802,0.0111794
44152,12694,0.43059999999999965,-0.0917309,0.010322400000000002,0.0103739
49476,12695,0.28778999999999977,-0.105222,0.0165866,0.0166593
48462,12715,0.34606000000000003,-0.131527,0.011397200000000003,0.0114347
13396,12716,0.42421,-0.0951407,0.029469500000000003,0.0101117
29412,12717,0.4813700000000001,-0.00191103,0.0551595,0.0169598
58850,12718,0.29838999999999993,-0.0420912,0.011513000000000002,0.0115553
